@relation emotion_test

@attribute emotionclass {happy,sad,fear}
@attribute text String


@data
happy,'I felt glad to live again when I went to a meeting about the ""Knowledge"". There are 4 techniques of meditation that connect you with the essence of the human being.'
happy,'I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous years exam.'
happy,'When you told everyone in the last lecture you will do all lectures again in English and everybody can come (not only English classes)'
happy,'I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.'
happy,'When I met again a great friend and talked a little while with him. When I see again another I miss.'
happy,'When I worked as an au-pair-girl in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad - after that call and especially when I saw her.'
happy,'A person whom I had not seen for a long time called me and invited me for a party.'
happy,'It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant.'
happy,'It was the first time that I gave a birthday present to my friend. She wrote me a letter as she is my girlfriend.  The content of the letter was so sweet that it made me feel very happy.'
happy,'A friend I had missed very much came to see me unexpectedly.'
happy,'When my child was born.'
happy,'I was filled with joy when I heard that I had passed my Secondary school leaving certificate exam.'
happy,'Made a wonderfull new friend.'
happy,'When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy.'
happy,'When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy.'
happy,'The time when my sister had her first baby I was so happy and joyous because she stayed for two days after marriage before she had a child.'
happy,'When my first child was born.'
happy,'When I was accepted to study at this school I was very happy.'
happy,'A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved'
happy,'The joy came to me when I heard that I was going to start a Medical course at the Lilongwe School for Health Sciences.'
happy,'I was travelling in the South of Brasil, near the end of the year. I was well settled with 3 friends. At the evening of 31 M., somebody, also with us, took from his purse pints of all colours, and the 4 of us, and other friends, that were at the same beach, painted each other and we went to the beach with champagne.'
happy,'When I received a letter from the university telling me that my application had been accepted.'
sad,'When I applied for a job which I thought I had a good chance of getting, I was not even granted an interview and did not get the job.'
sad,'Found out that my grandmother might have been misdiagnosed as a psychiatric patient because the doctor did not know about neurologism.'
sad,'When my grandfather died, with whom I had a very close relationship.'
sad,'Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him.'
sad,'My best friend had failed Exams. She had to leave and so we got separated.'
sad,'When I had to leave my mother and my sister after a weeks visit.'
sad,'When I read a lot and did not remember anything.'
sad,'When I was a child I was playing on the upper deck of the bed with my brother.  My parents slept on the lower deck.  My father felt disgusted and beat me up.  I felt very sad as my father had never beaten me or scolded me before.'
sad,'My got my mathematics tests marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university.'
sad,'When I think about my parents getting old.'
sad,'When my grandmother died.'
sad,'My parents failed to visit me as they promised.'
sad,'When I learnt that I had failed an exam,  This not only influenced my emotions but also other important tasks, it also made my record imperfect.'
sad,' When I am, in my opinion, not understood correctly.'
sad,'I got to know about the death of a close friend.'
sad,'My grandmother died.'
sad,'When I was transferred from Chichiri Secondary School to St. Marys Sec. School. I was happy at Chichiri as a day scholer and had made a lot of friends. I was going to a boarding and that meant parting with my friends as well as my boyfriend for the first time.'
sad,'I was told by a good friend that we couldnt be friends any more because of his relationship with another girl.'
sad,'Finding out my best friend cannot go to the English lectures.'
sad,'When realizing that my girlfriend and myself in fact had started the process of breaking up.'
sad,'I was sad when I heard that my cousin died because of being bewitched by her husbands second wife.'
sad,'I felt sad after having had an argument with my boyfriend.  I felt that he did not understand me and that there was no point in carrying on with the relationship.'
sad,'About two years ago my girlfriend suggested that we separate.  This really gave me a shock as I had never thought that she would say such things.  The reason she gave me was that we were not suited for each other.'
sad,'My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.'
sad,'Long illness.'
sad,'My father left us for another woman.'
sad,'My grandfathers funeral.'
sad,'My good friend misunderstood me.'
sad,'I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming.'
sad,'The inability to read a book at college.'
sad,'My grandfather was seriously ill, he had only a few days left to live. I had always loved him, but never told him. When I saw him for the last time, I had the feeling that I had omitted so many things I could not do again. - There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that.'
sad,'My best friend suddenly acting strange towards me.'
sad,'When I had not understood anything after a lecture.'
sad,'A very close friend left me.'
sad,'After an exam which I failed.'
sad,'Deceived by other people and ran into trouble.'
sad,'When I failed my Standard 8 Examination for the first time.'
sad,'I had taken the responsibility to do something and I had prepared for it.  However I failed because of my timidity.  After three attempts I still could not adapt to the atmosphere and failed as before.  I felt imcompetent and felt that the others would think that I had not prepared for it.'
sad,'When I was 9 years old, I got a cat, but after 3 days he died. I was very sad, because I had nursed him and taken him to the veterinarys - but in vain. Although I had had him only for a short time I had liked him very much.'
sad,'My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.'
sad,'When I was not chosen to go to your English lectures. '
sad,'After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done).  They did not understand my problem and thought that I should not have so many other activities.  Their reaction made me burst into tears.'
sad,'A good friend quitted me after he had behaved in a strange manner.'
sad,'After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness.'
sad,'I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.'
sad,'Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me.'
sad,'We had to finish the life of our 8 year-old dog.'
sad,'A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later.'
sad,'When I did not get the salary increase that I had been expecting and understood how little ones work was appreciated.'
sad,'My current work load is too much.  The feeling comes back from time to time.'
sad,'I had to give up my love, because it did not work out well.'
sad,'When I lost the person who meant the most to me.'
sad,'A few years ago my mother suffered from canccer and died within two years.  We had not finished our studies then and could not bear our responsibilities as her children.  My mother had tried her best to take care of us but she lived in pain these two years.  Neither the doctor nor we could do anything for her as cancer is incurable.  I was very eager to replace her in suffernig , even die instead of her.'
sad,'A woman I know is slowly dying from cancer. Observing this process makes me sad.'
sad,'I felt sad when a thief stole all the clothes from my friends cupboard at school (boarding).'
sad,'A close friend of mine had not contacted me for a long time.'
sad,'When I realized that my girlfriend, whom I like, and I were going to separate.'
sad,'During the Christmas holidays, I went to see my parents and stayed with them for two weeks. After two or three days, we had the same conflicts we had had ten years before sad,when I had lived with them. They were glad when I left.'
sad,'Being sexually assulted and told my friends about it (we cried together).'
sad,'I wanted to be pregnant and did not succeed, so I was depressed at every menstruation.'
sad,'When my boyfriend wanted to leave me, I felt sad and melancholic.'
sad,'A case of unrequited love.'
sad,'Finding out that China is poor, so we cannot have good reference books.'
sad,'When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad.'
sad,'The breaking up of a long lasting relationship.'
sad,'A friend told me that he had suffered in love and in academics.I shared his sadness.'
sad,'I arranged with a friend to go skating the next day. He asked me to wake him up by telephone at twelve oclock because we had come home late in the morning. Next day I called him sad,he was not at home. As something like that had happened to me several times before, I came to the conclusion that one cannot rely on anybody and I felt very sad.'
sad,'I had a long discussion on politics with an acquaintance.  He was more knowledgeable than me and I failed to explain my point of view and was misunderstood so I felt depressed and left.'
sad,'When my gradmother died.'
sad,'Having to go back home form the U.S. after having been there for ten weeks to visit my brother and his family.'
sad,'Finding out I am not good looking.'
sad,'A horse which I had liked very much was taken away.'
sad,'Power cut made me unable to listen to the songs sung by my favourite pop star.'
sad,'When I left New York, and all my family and my friends behind me.'
sad,'One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.'
sad,'I missed the last tram home and had to walk in the pouring rain.'
sad,'When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him.'
sad,'When my friend did not pass the high school graduation examinations.'
sad,'I was at home alone when I realized that a young roe approached our house. I hid because I did not want to frighten it. It limped. Some time later, when I thought that it had already run away, I saw it lying on our terrace. I came nearer and saw that it was terribly wounded. I informed the ranger who said that the roe must have been attacked by dogs. He had to shoot it.'
sad,'When my friends did not ask me to go to a New Years party with them.'
sad,'When the gear broke on my car.'
sad,'I feel sad about an event I can not influence.'
sad,'When I was six years old, my favourite cat died.'
sad,'When my grandparents moved to another part of the town.'
sad,'Not winning a medal in the swimming contest.'
sad,'My girlfriend gave me the mitten (left me).'
sad,'When I heard that my friend had started drinking beer.'
sad,'There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.' 
sad,'Another incident is when a friend isolated himself without giving any reasons.'
sad,'When I began to read a thick book, which I had a limited time to read.  Also when I have a lot of work to do and I cannot keep up.'
sad,'Finding out that my best friend could not go to university.'
sad,'I received a letter form home telling me that my sister was very sick.'
sad,'Death of my father; he died of laryngeal cancer.'
sad,'Failing exam'
sad,'My mothers death.'
sad,'My sweetheart left me, or rather we decided to break it off by mutual consent.  The consequences were - unrestrained weeping, feelings of loneliness, hopelessness and sad,disconsolation.  I felt that I should find a friend, to talk to joyfully and to forget.'
sad,'Failing an examination.'
sad,'Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him.'
sad,'I had a schoolmate who went to the hospital as her brain was bleeding.  She fell unconscious for three days and when I went to see her I saw the miserable state the family was in.'
sad,'Moreover I could not do nothing for her.  I was very sad.  Finally, she died.'
