@relation emotion_test

@attribute emotionclass {happy,sad,fear}
@attribute text String


@data
happy,'When my girlfriend became pregnant.'
happy,'When I qualified for form I.  I was one of the three pupils who qualified for form I that year.'
happy,'One Saturday afternoon, I deliberately dressed up nicely (I had been in a bad mood of late).  I hoped to go for a walk in the soft sunlight to try and uplift my spirits.  When I was having lunch in the canteen, two of my male classmates asked me as to why I was dressed so nicely (they had seldom joked with me before).  One of them said that he had a lounge suit and we would look very nice if we wore them together.'
happy,'When I received some good news : I obtained an amount of money I needed to buy something I had been planning to buy.'
happy,'When I met an old schhol friend (school love) who works in Sk+vde.'
happy,'I was overwhelmed with joy when I received the acceptance letter to UNZA.  This happened again when I passed all my first year courses.'
happy,'When I talk to my friends.'
happy,'It was the first time I met him (my boyfriend Mr.W).  It was during the first term Summer vacations.  We met each other while handing in our homework.  He invited me have a trip with him and we were together till 8 P.M.'
happy,'Celebrations on the graduation day with the orchestra playing in the garden ( I am a part of this orchestra).'
happy,'Any situation in everyday life has this emotional sense, in class, in the street, at home, at the table..........'
happy,'When I was selected to study here at UNZA.'
happy,'Passed the last exam.'
happy,'A party I went to last Christmas.'
happy,'When I got through the first day here at the department.'
happy,'For my parents anniversary, we hosted a party and we were very happy.'
happy,'I stopped working (had a boring job).'
happy,'When I passed the university entrance exam.'
happy,'I came across a friend with whom I had lost touch for a long time.'
happy,'When I met my mother after not having seen her for three years.'
happy,'When I was finally qualified for my profession.'
happy,'At a party, on New Years Eve, I met on old friend whom I had not seen for some time'
happy,'I was appreciated by others, especially my family members and my friends.'
happy,'Every time, in the last few days, when my girlfriend told me that she loves me.'
happy,'When I passed the first year and so I could come back for my second year.'
happy,'I worked at a lawyers office during Summer and I got a very good reference from him.'
happy,'When I knew that there were, at last, no problems in making a journey that I had been wanting to make for a long time.'
happy,'I felt happy when my mother gave birth to a son who is the last born in the family.'
happy,'When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.'
happy,'The first time I really fell in love with a girl.'
happy,'When I passed an exam.'
happy,'When I knew the feelings of a beloved person.'
happy,'When they told me that I had been admitted to the faculty of medicine.'
happy,'I was very happy when I found out that I had passed with flying colours and that I had made it to the university. I was talking to a friend and he said something which was very funny.'
happy,'During a certain period, I felt successful and extremely satisfied.When I found that any tasks or decisions that I had made were better  than expected.'
happy,'After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy.'
happy,'When my sisters first child came home, after one week in intensive care at the hospital.'
happy,'My boyfriend suffered form ill health for some months, this week the physician told him that he was restored to health.'
happy,'When I was admitted to the Chinese universiity.'
happy,'I finished my homework; an important task.'
happy,'The computer at school had left out my name along with four others and I had no rights for one year.  So I was happy to find my name on the medical schhol list.'
happy,'For a few days I felt very miserable, distressed and listless, with crying fits. When this was over I felt very happy, although there was no special reason.'
happy,'When my 6 month old son is happy and well.'
happy,'When my boyfriend and I experience something nice or when we have made a nice walk together.'
happy,'When I received the first year results as the first year had involved a lot of work and I was very pleased when I got the results.'
happy,'When I began dansing, the teacher came and told me that I was very good and would soon get into the ballet academy.'
happy,'One night I had a very good conversation with two friends. I then realized how worthy they were for me and how happy I was to have them as friends.'
happy,'I am happpy when I get good results in the field of academics or athletics.'
happy,'I felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that.'
happy,'I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy.'
happy,'When I gave birth to a healthy boy.'
happy,'After waiting impatiently for the results of the form 5 examinations for almost a year, at last I received a letter of acceptance from the Senate of the university of Zambia telling me that I had made it to the first year course at UNZA.'
happy,'When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.'
happy,'After the funeral of an acquaintance I felt very depressed. That feeling turned into joy when I heard that I had achieved a good grade for an examination.'
happy,'I was very happy when I passed and went to form I.  It was a great relief for me as I had been very worried considering the large number of pupils who fail.'
happy,'The day the results of the university entrance exam was published, I found my canditate number and I was very excited.'
happy,'When I found out that the girl, with whom I was in love, loved me too.'
happy,'When I felt that my love was returned.'
happy,'Once a week I work as a volunteer in a biologic garden. this work in the garden and the contact with other volunteers filled me with joy. They also gave me support after I failed passing my drivers test.'
happy,'When someone made me a compliment after an examination just at the moment I needed it. It was amicable, hearty and sincere.'
happy,'When my elder sister had a baby girl.  She was the first girl in the family after 19 years of baby boys.'
happy,'I had a summer job in Sweden, and my boyfriend came to meet me on my birthday.'
happy,'When I went to visit a friend in the hospital. She had to undergo an operation for rupture. I was glad to hear that the operation succeeded and that she was relieved of her pain.'
happy,'Unofficially I was informed about my results of the final examination of the secondary school. A teacher wrote them up for me. When I went outside, I started crying with joy.'
happy,'When Christmas holiday started, I felt very joyful when I finished my last exam.'
happy,'A couple of years ago during the summer holiday, I was fishing at a lake with my husband.  Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment.  the whole nature was full of music.'
happy,'When I heard that I had got the best result in school and would be definately selected to the university of Zambia.'
happy,'Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title.'
happy,'My boyfriend was playing with my cat. He was playing games with her and telling nice things to her.'
happy,'During my high school time I succeeded to play a concert of Mozart on the piano when I gave my first performance I succeeded to play it very well.'
happy,'When my elder brother, who had gone abroad to study  for six years, came back home safe and in good health.'
happy,'The high school entrance exam.'
happy,'When I could study at university.'
happy,'I was very happy when my scholarship to continue studying at UNZA was approved after it had been cancelled.'
happy,'When I passed successive exams to enter the school of medicine.'
happy,'When I got the scholarship letter from Australia.'
happy,'When I gave birth to a child and saw that it was normal when it was put against my breast.'
happy,'When I got the positive result of my examination to achieve the Bachelor Degree in Plychology.'
happy,'My sister in law was about to have a child, and there were some problems.  They had to do a Caesarean.  After a while, everything  was all right.'
happy,'When my girl and I decided to get back together after our separation.'
happy,'My friend had organized a birthday party for me secretly, I was very happy not so much for the presents but because they seemed to care for me.'
happy,'When my husband and I decided to take a few days holiday after a particularly trying period.'
happy,'When the girl with whom I am in love smiles at me.'
happy,'I was admited to the Chinese university of Hong Kong.  The day the results were announced I looked in the newspaper and saw my candidature number.'
happy,'On my birthday when several good friends came to visit me.'
happy,'I had been very weary all week - no letters, no phonecalls, no visitors and then my younger sister came with some cheese, a card and some pocket money for me; and she told me that she was working now.'
happy,'When I saw a good friend again after not having seen her for a long time.'
happy,'When my husband suddenly came to see me at my new job and brought some flowers and cake with him.'
happy,'After several days delay in my girlfriends menstration I was very glad to see that the pregnancy test was negative.'
happy,'I received a letter from a friend whom I was missing'
happy,'When the result of the certificate exam was announced.  I was surprised and happy as the result was better than I had expected.'
happy,'When I recently managed to get my first consulting assignment ""myself"" i.e on my own initiative.'
happy,'The day the Real Madrid team of basket ball qualified for the final at Athens.'
happy,'Finally being asked by someone to a banquet.'
happy,'When I passed an important exam.'
happy,'When we were able to afford a new sofa - a leather one which cost SEK 20000.  I had waited for it for 2-3 years.'
happy,'When I saw a friend of mine, whom I had not seen for a long time and I had lost his address and telephone number.'
happy,'I felt extreme joy the day I was baptized. I was one with God.'
happy,'When I was at the end-of-term party last week and had fun - was happy and sang and drank only soft drinks.  It is possible to have a good time without alcohol.'
happy,'When I passed an exam which I had failed last year.'
happy,'When I was appointed to position of trust in a group set up to change the working environment.'
happy,'When I was told that I could take a week off and go for a trip with my friends.'
happy,'Right before I went to a concert with my last boyfriend he told me that although he told me he was going to take me to the concert, he didnt want to see me anymore. After that happy,we stayed overnight and I said ""well, when he leaves me I will be ruined for awhile, but for now were together."" I woke up in his arms and it was the happiest moment of my life.'
happy,'When I saw that I had passed an exam.  It was the last chance and there was a lot at stake.'
happy,'When I saw the certificate results, I did not feel very happy as I did not realize that I had got all the credits until my classmates pointed it out to me.  My parents and my happy,relatives praised me and I realized that my results were good i.e 2A, 5B, 2C.  I felt satisfied with the results and was happy.'
happy,'When i was asked to be a childs godmother.'
happy,'When I pass exams, or when a close friend of mine recovered from an illness,etc.'
happy,'I received a grade above average on a midterm (chemistry) and I expected onevery below average.'
happy,'At my sisters wedding.'
happy,'When I met a very close friend of mine after one year of separation.'
happy,'Our basketball team is undefeated in league play (4-0) currently.'
happy,'I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school.
happy,'In 1980 when I was in the 12th standard, we had arranged a small picnic in Kandala.  One of my closest friends wrote a small and cute poem for me, which expressed the feeling of closeness we had for each other.  I was very thrilled and I can still remember it.'
happy,'The day I heard that I passed the high school exam.'
happy,'A close relative of mine underwent a difficult operation, and everything turned out fine.'
happy,'When I learnt that I had been admitted to the university.'
happy,'On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000.'
happy,'When I was with someone I love.'
happy,'When they told me that I had got a study grant.'
happy,'When my father was saved from a severe work accident.'
happy,'I met my friend and he gave me a wonderful present as it was my birthday.  I enjoyed having that present.'
happy,'Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth.'
happy,'When I got to know that I had passed the university entrance exam.  I thought that I had done one of the exams badly.'
happy,'When I passed the B.A exams and my parents allowed me to carry on my studies and do a M.A. , I was very happy.'
happy,'Talkiing about the past happy hours with two friends at night in a camp a few months ago.  We shared our feelings, notions and every hidden anxiety.  I thought that they cared for me and I was very happy and satified.'
happy,'When I saw my 16 year old sister at home after having waited for her all night, not knowing where she was.'
happy,'The day some friends of mine and I decided to go to Galicia on holiday.'
happy,'When I was offered a high position of trust, which I later accepted.'
happy,'A friend of mine told me that I had passed the entrance exam to the university.'
happy,'When last year in college I received the award ""Best Student of the Year"",   I felt very happy as I got what I had wanted and my wish had been fulfilled.'
happy,'When my brother was born.'
happy,'I watched a football match with my old friend.  The performance of the team was very good and the team members were full of spirit.  The match was excellent and every time a goal was scored I felt excited.'
happy,'After my girl and I talked things over our relationship changed and became positive.  A diificult time turned into pleasant one.'
happy,'I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation.  I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?
happy,'When I saw that I had passed the university entrance exam.  It made me forget all my problems.'
happy,'When I passed the B.A exams with 1st class.  I was the first in the family to have got a 1st class, so all the family members were very happy and they gave me the opportunity to study further.'
happy,'A few days ago, I hitch-hiked to Arnhems with a friend. Everything went well: they picked us up very quickly, the sun was shining, I was feeling free and, for the first time after long time, happy. I really had the feeling that I was living at full speed.'
happy,'I was spending the week-end with some friends.  We were waiting for another friend and we went to the meet him at the bus stop, a  woman we met there told us that the coach had already left.  I was afraid that I would not see my friend, but at last we found him.'
happy,'When I passed the first examination that I had to repeat.'
happy,'Talking to a close friend.'
happy,'When I got accepted to CAL.'
happy,'I felt joy when I was admitted to the Higher Agricultural Institute.'
happy,'I went to a doctor with a complaint. The doctor told me that I was completely healthy.'
happy,'I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.'
happy,'My old boyfriend - yes the same one - asked me out. We had a good time. Then he asked me out the following week. He actually took interest.'
happy,'Being close to another person.'
happy,'Naturally when I got myself discharged this was my second birthday.'
happy,'Doing unexpectedly well in an examn.'
happy,'At church camp when I accepted Christ into my life and so did my friend.'
happy,'After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did.'
happy,'A holiday at a whitesand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne.'
happy,'I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.'
happy,'I spoke with a friend on the phone who I havent seen in many years. It was a joyful event to talk to him.'
happy,'When I look at people around and know that people who are stupid look stupid.'
happy,'When I got a message that I was employed as a nurse at a kindergarten.'
happy,'I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me.'
happy,'Found out that the girl I love loves me, too.'
happy,'Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.'
happy,'My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer.'
happy,'My father promoted to be a professor.'
happy,'Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer).'
happy,'Girlfriend arriving back from overseas and picking her up from airport. When she finally appeared from customs and we came in contact again.'
happy,'When I heard that I had made it to the second year at UNZA.'
happy,'I felt joy when my boyfriend proposed to me in marriage.'
happy,'When I got home from my job, I found a letter from the university telling me that I had been admitted to begin my studies.'
happy,'I was very glad when I learned I was a student already. I heard about it over the phone, I didnt believe it at first.'
happy,'When the whole family gets together for a one week holiday.  Everybody feels free and the trip is well planned.  It works out well and we enjoy ourselves.'
happy,'I felt glad when I took the rather difficult organic chemistry examination.'
happy,'After watching the 49ers lose game after game, year after year, I was finally rewarded with a Super Bowl victory which made me extremely happy.'
happy,'On the cliff by the sea, the silence and the sudden voice of a bird.(swans of the bay)'
happy,'When I was admitted to the Higher Institute.'
happy,'I sensed a strong feeling of joy when in the plant, at my working place, I got a message that I was admitted as full time student at the Higher Agricultural Institute.'
happy,'When I unexpectedly received birthday greetings from a person I like.'
happy,'After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad.'
happy,'I passed an exam which I was not sure at all to pass.  I rejoyced at the result because the possibility of continuing my studies depended on it.'
happy,'I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.'
happy,'I spent a lovely relaxing evening with my boyfriend. We played games and talked all evening.'
happy,'I shot the decisive goal in an ice-hockey match.'
happy,'When I succeded in establishing a contact with a girl (who is now my girlfriend).'
happy,'When I first passed a job interview.'
happy,'I feel joy usually after each taken exam, the last one was in February.'
happy,'I took a math midterm and I knew I did really well and it was Friday so I felt great joy because the week was over and I did well on a test.'
happy,'Talking to a close friend.'
happy,'When my lover and I felt like we had gone full circle. And our relationship was new, fresh, vital etc. once again.'
happy,'After going through much shame, I became a Christian and something new happened in my heart.  Joy that overflows was manifest in me.'
happy,'When the bank let me borrow some money this winter, after my grant was spent.'
happy,'Letting Jesus take control of my emotions i.e., ill feeling.'
happy,'When I was accepted at UNZA.'
happy,'When I found out I got accepted to Berkeley.'
happy,'Did well in an examn just before my fathers birthday: the best present I can give to my father.'
happy,'My cousin asked me to be a bridesmaid for her. This made really happy because I was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person. There were other cousins she could have asked but she asked me.'
happy,'I won the country ski championship.'
happy,'Joy at meeting a woman I love very much.'
happy,'On my birthday, my closest friends were here at Berkeley pithched in a lot of money each and bought me ten records to replace some of my records that were stolen. They threw a small surprise party for me too.'
happy,'Receiving a letter form a girl that means a lot to me emotionally.'
happy,'The day I was told that I had been accepted as a student of economics.'
happy,'Had a nice letter from my close friend.'
happy,'When I found our my mother didnt have cancer.'
happy,'A good friend, the wife of the vicar of my church came up to me from the pews (I am in the choir) and shook my hand during the time for an informal ""greeting"" in the church service. She said a few words.'
happy,'When I spoke to my daughter and wished her luck for the examinations she was about to take.'
happy,'When the contract about my shop was signed.'
happy,'My friend replying to my letter and again saying he was attracted to me and suggesting we write, talk and get together and see how things went and his suggestion that I could ring and doing that it was really good - though really insane conversation.'
happy,'My boyfriend and I were getting dressed up and putting make-up on to go to a Halloween Party. We were dressing up to be two mimes. It was very enjoyable and I thought we looked really good, it was an accomplishment. We were alone in his house.'
happy,'Relatives visiting me.'
happy,'Relating to my closest family.'
happy,'Riding home from school after completing two midterms in two days, and feeling I did well on them.'
happy,'When in an economic crisis I got an unexpected sum of money.'
happy,'When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.'
happy,'While dancing in a restaurant last week.'
happy,'Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes.'
happy,'I had a dream : I had a very close friend who had several stone houses in the New Territories (villages) but they did not have much furniture.  He took me to see his fields (I had never seen them before) and there were several inches of clear water on which the sunshine was reflected.  I wanted to sit among the short green plants in the fields but was afraid of treading the plants to death.  My friend said ""They will not die"" and I sat down happily and my trousers did not get wet.'
happy,'China winning the Asian Olympic games (TV).'
happy,'When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) Id taught her at 6 yrs, then at 12 yrs and hadnt seen happy,her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council.'
happy,'Football was a very big deal at my high school, so I was joyous when my schools team won the conference championship last year.'
happy,'I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer.'
happy,'My 3 children - each top his class in the final exams 1984.'
happy,'Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures'
happy,'productivity process which have been going on for centuries.'
happy,'When my daughter was born.'
happy,'Achievement of a task by a friend who had begun a new job. She wasnt confident of handling the situation so was thinking  of leaving the job only after 2 days employment.'
happy,'Hear a very nice joke made by a friend.'
happy,'Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the ""paper work"" collecting bags and the anticipation of coming  through the customs gate.'
happy,'I experienced joy at a friends 22nd birthday party. We had good food, good liquid, good company, good music, and an overall warm atmosphere. The birthday girl and I communicate incredibly well. I felt very content, warm and inspired just talking with her giving her a neck massage.'
happy,' A successful lesson.'
happy,'My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too.'
happy,'When a cousin of mine was discharged from the hospital after a long illness.  I had thought that this illness would never end.'
happy,'Found my name on the list of attending the English lectures.'
happy,'I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils.'
happy,'Passing my pharmacy exams which meant my tertiary education for pharmacy completed.'
happy,'My parents and brother came up over the weekend. We are a very close family. This was my first year away from home. They brought one jacko-lantern with a new design.' 
happy,'That is the old joke that  we have a great new design - its always the same.'
happy,'When I went for a picnic in Lonavala, I felt full of joy.'
happy,'When I passsed the M.S.C board exams with first class, which I had not expected.'
happy,'I was very happy when I received the year end results as I was worried about how well I had done.  I was very happy to know that I had passed.'
happy,'I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for ""a master of sports"".'
happy,'When my friend told me that he would come and meet me in a moment.'
happy,'I acted in an English play in college and got the Best Actress award, while our play got the first place.'
happy,'When I was admitted to the University.'
happy,'Getting into this university.'
happy,'When I got first division in the exams before leaving school.'
happy,'When I learned I was admitted to study what I wanted most - floriculture (this is a narrow specialization from the general one).'
happy,'When my affairs with the girl I love settled positively.'
happy,'When I felt that an exam, which I had feared, was an easy one and went well.'
happy,'I passed successfully the preliminary exam for a participation in the children Assembly.'
happy,'When I got an unexpected letter from  a guy, who had been my school mate.'
happy,'When I got permission to study at a place which was far away from my home.'
happy,'Bulgaria won a football match against France.'
happy,'Getting into this university to do medicine.'
happy,'I felt joy when my two twin sisters were born.'
happy,'I went for a walk on the beach with a friend whom I had not seen for many months.  The weather was very pleasant, we had some ice-cream and lots of fun on the beach.'
happy,'I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home.'
happy,'The period when I was pregnant and when I gave birth to my son. I can say those were the happiest months in my life.'
happy,'When I got 21/30 points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought.'
happy,'When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.'
happy,'My best friend chosen for your English lectures.'
happy,'When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.'
happy,'I won a sport contest.'
happy,'That afternoon I rushed home to look at the result slip of the higher level as fast as possible.  I opened the envelope very carefully and found that my results were much better than I had expected and thus I could enter the Chinese university.  My diligence had paid and I was very happy.'
happy,'When I got a first class in the twelveth standard exams, I was very surprised and happy and I had a very good time with my friends.'
happy,'When my son was born.'
happy,'Begining the week-end with my girlfriend : cozyness, beer and wine.'
happy,'When I had my four children.'
happy,'Meeting a loved man.'
happy,'When I understood I was admitted to the Sofia University.'
happy,'I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and...! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them.'
happy,'At a friends birthday party with some of my closest friends.  It was all very pleasant and one could say that I was happy to have such good friends.'
happy,'When I passed the B.A exams with first class results.'
happy,'Receiving a letter from a boy I care.'
happy,'When I was admitted to the University.'
happy,'When I got home from a pleasant trip abroad, I got to know that I had been accepted at university.'
happy,'When I understood that I was admitted to the University.'
happy,'I was very happy when I passed the B.A with first class marks.'
happy,'A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him.'
happy,'Finding out that I can go to your English lectures.'
happy,'I felt joy when I saw my daughter after a separation of twenty days.'
happy,'Last year I passed the B.A exams in Psychology in which I stood first in my class.  Thus I got the first prize from the college.  I was most happy to tell all this to my parents and friends.'
happy,'Getting sent on a company expense trip to another state to work for a week at that plan.'
happy,'Aticle published.'
happy,'Finding out that I am not ill (not seriously).'
happy,'When I met with friends that I hadnt seen for a long time.'
happy,'I got to know that I had been accepted at university.'
happy,'When I hooked a girl in Kitwe.  She was very beautiful for my standards, a rare bird of this kind accepted me as a boyfriend.'
happy,'Six months ago when I got acquaintanced with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common - in our views and in our fate.'
happy,'When I finished my C.S. Project I was overjoyed. I felt relieved because it was due the next day and I was tired of looking at it.'
happy,'A sunny Autumn day, after a long rainy period.'
happy,'When I was accepted as a student.'
happy,'During the exam period I studied in the library alone.  A close friend of mine, who is also a classmate, told me that my application for a Japanese inter-cultural exchange programme had been accepted.  I was not very sure as I did not know that the list had been declared.  I ran to the board and saw that I was really included in the list.  I was so excited that I smiled all day long.  When I met my classmates and friends I told them the good news.  I was so happy that I could not concentrate on my studies.'
happy,'I felt it when on duty in the hospital I understood that I was not afraid to face death, that I also helped a little to relieve the pains of a patient.'
happy,'I was happy when I understood that the girl I liked was in love with me.'
happy,'I got a fairly large amount of my taxes back.'
happy,'When I knew that my husband and I were going to have a child.'
happy,'Winning a close volleyball game. (Im on the intercollegiate team at CAL)'
happy,'Falling in love.'
happy,'I was very happy when I got the message that I had been accepted as a student in medicine.'
happy,'When I learned that my parents were going abroad and leaving me alone for a few years.'
happy,'When I first came to the campus.'
happy,'After much trouble getting together in the first place my boyfriend and I celebrated our first anniversary.'
happy,'I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.)'
happy,'First public speaking.'
happy,'I started a new branch of studies after having failed a former one.  When I got back my exam papers I was very happy to know that I almost had full marks.'
happy,'When I got my results - I had passed the form III exams.  I had not expected to do so well.'
happy,'When my family allowed me to do higher studies.'
happy,'When I was accepted for further education, here at the university.'
happy,'When I was admitted to the University.'
happy,'After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class.'
happy,'My girlfriend sent me a letter with a shiny picture in it.'
happy,'The day when my son said for the first time ""mummy"".'
happy,'China winning the Asian Olympic games.'
happy,'My first feeling of falling in love.  Coming across a person who made me feel love, happiness, joy, giving me a new and beautiful future, who made me dream.'
happy,'A party with no worries (i.e. no tests homework etc.) many friends were present and good music.'
happy,'The sense of joy comes to me always after a period of depression, as an organic feeling for an upsurge. I dont exclude the situative feeling but in this case the reason is not in me, its  out of me.'
happy,'When, to my surprise, I got to know about having got ""very good"" high school graduation marks.'
happy,'My son was born.'
sad,'A friend of mine got pregnant anf failed the first year at university. The boyfriend refused his responsibility and they ended up in court.'
sad,'My fiancT left me for my best friend.'
sad,'When my uncle died of leukemia at age 35.'
sad,'This monday I took a Math 1BS test and flunked for the second time.'
sad,'My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.'
sad,'When I failed the grade seven examination.'
sad,'When I first suffered from syphilis.'
sad,'I wanted something in particular and did not get it, also there was no possibility of getting it.'
sad,'At the end of my senior yr. in high school I found out that a friend of mine I knew had cancer had been diagnosed as terminally ill.'
sad,'When a close relative of mine passed away, it was the first time that someone so close to me had died.'
sad,'Close friend leave to go overseas for an indefinite period. Farewell scene at airport.'
sad,'My elder brother had been expelled from college and he was so frustated that he attempted suicide - he drank bottle fragments. I was very sad when I learnt this.'
sad,'When a pet died. The pet was the closest friend I had for 15 years.'
sad,'Watching suffering in Third World country.'
sad,'When one of my closest friends failed to make it to the third year of university.'
sad,'My cat died painfully and slowly.'
sad,'When my father passed away in 1978.  I was left alone with my mother who was very sick so I had to go and live with my aunt, who is very short tempered, till my mother was discharged from the hospital.'
sad,'I was told that a friend of a friend committed suicide.'
sad,'A person I really like left for overseas for a few months, I had hoped to go out with her soon.'
sad,'When an uncle of mine, who was close to me, passed away after having had a stroke, before his first daughter could be named.'
sad,'I was forced to leave an unforgettable friend.'
sad,'The girl I was seeing didnt want to have a serious relationship.'
sad,'Losing my girlfriend who made an end to our relationship. By this I lost an important source of support, certainty and joyful moments. I cried very intensly when that happened.'
sad,'You ignored the fact that we could not hear you at the back.'
sad,'Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together 4 years.'
sad,'When they gave away my dog to other people without my knowledge.'
sad,'I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time.'
